t,x,y,z,n_markers
0.1257,-0.004221446935870437,1.1526257598647989,0.5508923291158339,1
0.286,-0.007795219983652805,1.1517683541969177,0.550076532530835,1
0.3859,-0.00788586192476756,1.157646990895784,0.5468868454849762,1
0.5049,-0.006291558772201216,1.1695053493414251,0.5364234933610356,1
0.5651,-0.011975836752149202,1.1433158369419725,0.5391222512866689,1
0.6105,-0.01590797795200855,1.148749346315699,0.5327019894833089,1
0.7023,-0.005757382611435419,1.1512843472162804,0.5269942465129812,1
0.7415,-0.003315203408712028,1.1567626878339292,0.5231811798553871,1
0.777,-0.0009293609431983189,1.1443198831966086,0.5263314777696164,1
0.8269,-0.01980783411755856,1.1455561782544716,0.5245574493825271,1
0.8885,-0.01919522821564565,1.142131046522769,0.5267864433926318,1
0.9586,-0.009830636262341956,1.1507868323779358,0.5253840863862097,1
1.0253,-0.007680206584303284,1.1536990949234311,0.5246432397736107,1
1.0925,-0.006125656755654147,1.143488905922287,0.5292169979246585,1
1.1601,-0.012978624566276277,1.1419226074569815,0.5313536905653762,1
1.2236,-0.012613986577828676,1.1457360981258211,0.5306992212852041,1
1.2932,-0.01339121372808956,1.1575069090971337,0.5253493447431307,1
1.359,-0.014867056638738404,1.1517131696630754,0.5236631982688377,1
1.4308,-0.015962785337511737,1.1381776000383788,0.5279751223994401,1
1.4931,-0.008402491153271489,1.1398660041384339,0.528799369561107,1
1.5617,-0.00416496664948418,1.134979905434348,0.5325451207578119,1
1.652,-0.01087816997085937,1.1398776527148629,0.5351868252534553,1
1.7279,-0.009334989290383035,1.1313833330267504,0.5410096162776776,1
1.795,-0.01139874317829723,1.1419501389358266,0.5391173606790649,1
1.8673,-0.006809816477394077,1.143829407737385,0.5376166535078056,1
1.9302,-0.0113280671036776,1.1383659214287944,0.5401316402941239,1
2.0007,-0.012685896405254192,1.1421008188950499,0.5377705438767267,1
2.0644,-0.017528586119130062,1.1354208982010365,0.5375524953994251,1
2.1287,-0.013619157928956925,1.1405159253521282,0.5342922177878119,1
2.1997,-0.013868998750933503,1.1388630818038863,0.5325412338425801,1
2.2716,-0.009553869843578438,1.1415553295213603,0.5284268766732649,1
