t,x,y,z,n_markers,reproj_err,x_kal,y_kal,z_kal
0.0333,0.4999827441810369,0.3246918616693184,0.47820276071033346,1,1.6714,0.5060748023011931,0.39940764444314103,0.4971472432821106
0.0657,0.49913786101720736,0.3926888737636612,0.49163100449337577,1,0.2672,0.5040941851630583,0.39748931879928756,0.4955722613649024
0.1133,0.49717505982915133,0.41295312024110575,0.4944292113242429,1,0.4562,0.5032124417867038,0.39945995870484996,0.4954265960165304
0.1859,0.5049369855380247,0.40556038902834246,0.5020130670265593,1,0.3049,0.5036988236329321,0.40118049409935913,0.4972842119381521
0.2519,0.5069537945426893,0.4086299786489043,0.49428662996165035,1,0.5434,0.5040544697462105,0.4019944430713857,0.4969566887716683
0.323,0.5080654039779354,0.3784713955970326,0.4877439256953242,1,0.5774,0.504505705584693,0.3993480665821385,0.49592023974724564
0.3855,0.5044197809305829,0.39320033340328797,0.4902333161496515,1,0.1224,0.5044403713556844,0.3946735361862868,0.4915960935225374
0.4549,0.5054330051207531,0.3513487050314078,0.4766100975750232,1,1.3099,0.5044525895503749,0.39414025670234354,0.4914116329263334
0.5201,0.4884472298102229,0.3914721525146022,0.4784965377402004,1,1.465,0.5042238174786142,0.39410212024476854,0.49122703144716107
0.5835,0.5032595233815891,0.39567189747310766,0.46883880686318324,1,0.3652,0.5039984714111857,0.3944689617781102,0.4859951230674778
0.6498,0.5048392398778152,0.4082430027621432,0.46590110361566583,1,0.155,0.5045294728107371,0.40316818793881604,0.47330440870910123
0.7199,0.505561808478412,0.41180500618201815,0.4694276167732108,1,0.1883,0.5049580390424208,0.4067536967651867,0.471694988282189
0.7866,0.5026293986420621,0.39812329730858537,0.46749470597277776,1,0.2087,0.5041148509525767,0.40362867581679035,0.47017408878360917
0.8494,0.5058747864076821,0.4034108702065353,0.465164056747467,1,0.1372,0.5051320851286392,0.40350278522810606,0.46727831451214524
0.9166,0.511286410939278,0.41590744111409267,0.4682298580338449,1,0.2457,0.5067132357852129,0.4066897516647535,0.46752278217771687
0.9843,0.5168380581379625,0.41014948216136193,0.46897419690725933,1,0.2778,0.509228994314578,0.4075494059088385,0.4678834214915021
1.0378,0.5250042598995902,0.4063435730956989,0.46787878260968424,1,0.3183,0.5127558127472776,0.40727982227684084,0.46788238439365964
1.0707,0.5304701237392119,0.41210549144171627,0.4701172597876039,1,0.2236,0.5197551869837752,0.40918656674135145,0.468765440430176
1.1141,0.5401866017287239,0.4052563002259951,0.46930778644016785,1,0.2057,0.5281919071322777,0.4075636463947666,0.46898939073254503
1.1884,0.5465802244011551,0.40631989142613545,0.4700971070973769,1,0.1548,0.5380096573711887,0.4068995902192136,0.4695808142133591
1.8508,0.5540196626930924,0.4078465276937263,0.46171090548923005,1,0.3741,0.5402526408792329,0.4070322550807034,0.46847824896599566
1.9252,0.5495840896905582,0.4059255988029578,0.46120106423147383,1,0.3479,0.5420870231056896,0.4068147078757903,0.46704769529683254
1.989,0.5427270823060089,0.4123943723226661,0.46386526489161783,1,0.1,0.5425809053983627,0.41112008692197055,0.46459206927971425
2.0603,0.5410766696595851,0.4108188413767078,0.4641012527519755,1,0.1696,0.5420075764328335,0.41100526928243214,0.4644049979817395
2.1232,0.5267678931837058,0.4198617584038341,0.4651356283985869,1,0.1217,0.533077539430134,0.41619492934788344,0.4648331273956575
2.1891,0.5179503730052565,0.41448056097283426,0.461474000163467,1,0.2191,0.5288408786046689,0.41571478672692025,0.4638923376698983
2.2566,0.5006019415711521,0.41626170869618145,0.45856813927270323,1,0.4291,0.5256509370031016,0.4157765684129832,0.46329090278082824
2.327,0.48948280531573046,0.41203548354159963,0.45543255015910794,1,0.2258,0.5120267044759083,0.4143673330498668,0.46033072711224704
2.3897,0.48957353615977295,0.40795232739592513,0.4509303046535827,1,0.1,0.49530176040051976,0.4095889156214287,0.45332852868338636
2.4578,0.47786123383382917,0.41078178506842516,0.44895468674623334,1,0.1484,0.4875930374993834,0.410116164611817,0.45139528799951406
2.5245,0.47002337210369566,0.413614418795509,0.44578706625586495,1,0.2666,0.48377534878784206,0.41087629550824606,0.4501766851200418
2.5895,0.4655066490258592,0.4152334830024349,0.44396732418643586,1,0.2943,0.4796266435464919,0.411865785008331,0.4487665788406505
3.4643,0.46343100421234906,0.41229581088610273,0.44993345018700936,1,0.1,0.4675137123292459,0.41218740700617973,0.44963929723516444
3.594,0.4652590356994738,0.4082378945425871,0.45043256721205666,1,0.1746,0.466691827587346,0.4107477131765158,0.4499284635313889
3.7293,0.46363475514768593,0.4115268648429171,0.4497466006072857,1,0.3247,0.46618192390864577,0.4108776715954951,0.4498981297477283
3.7972,0.46411199735802705,0.4135019561198328,0.45167391251876304,1,0.2106,0.4653880175872727,0.41188419816636807,0.45057921921290206
3.8605,0.4611991861718779,0.41560582646452,0.4518385711293708,1,0.2848,0.4643418510707441,0.41281368004959273,0.4508937441189877
3.9316,0.46347581286012635,0.4105628183581831,0.44979012727965284,1,0.3246,0.4641486333758501,0.41231150092838614,0.4506475213783186
3.9978,0.4635340916687126,0.4122441064479069,0.44923936958190214,1,0.2985,0.46398070779670725,0.4122930851609385,0.45026273918503873
4.0681,0.4634855741836353,0.4129473361375725,0.44881184761060255,1,0.3679,0.46388047390523185,0.41242553046389974,0.44996902349946377
4.1288,0.4659861239113918,0.4127522198087522,0.4478481219593606,1,0.3796,0.46431439566355875,0.4124928529602929,0.4495319587817626
4.1997,0.4588446282242618,0.4140190970915659,0.44685056551681196,1,0.3743,0.4631069891485791,0.4128297588942288,0.44894006310552886
4.2688,0.46076019360504744,0.41333005799495415,0.4475639861583897,1,0.2079,0.46196577343763395,0.41307304774633746,0.4482708950410705
4.3297,0.46035929618237575,0.4109656121766652,0.44690474828547866,1,0.1991,0.4612605223756249,0.4121478736308857,0.44767115019744586
4.4011,0.4601456386182829,0.41589540581964596,0.44867570930741313,1,0.1543,0.4606639391488694,0.4141532081160441,0.4482086978218904
4.4684,0.45847739212905064,0.41149484906091904,0.44746754146640655,1,0.2437,0.46005837656925586,0.4134169775422813,0.4480034351175187
4.5333,0.45956274033865024,0.4142830025565971,0.4486951803238387,1,0.2773,0.4599315718228032,0.4136385434319012,0.44818041284852533
4.6043,0.4569824713058047,0.41429345182396216,0.44838577126149287,1,0.2619,0.4590408589985009,0.4138363445241968,0.44824243697111943
4.6644,0.46198054981184494,0.4144073147543129,0.44930319288136333,1,0.2163,0.46020605164900974,0.41406265754758376,0.4486628842457068
4.7334,0.4616123129484793,0.41304673954800863,0.4499349064554454,1,0.1772,0.4608757175728146,0.4135788742948184,0.44926862510518023
4.8006,0.46226098036993624,0.4122252874569816,0.4494872002347574,1,0.2864,0.46119881208687974,0.4132631677858985,0.4493196049087411
4.8699,0.46180286986951197,0.4103676606659943,0.4492850768555983,1,0.2259,0.4614183052624509,0.412211043186382,0.44930705863875087
4.9358,0.4600845225133908,0.4144999165498015,0.4500832887394288,1,0.1634,0.46072893189543623,0.41339406068928697,0.44970825767844425
5.0004,0.46091701769338406,0.41046372087091265,0.44890018880579624,1,0.1802,0.46080845912870666,0.41215504200292097,0.44936658657709155
5.0669,0.46398815765646656,0.4102799923670185,0.4498778019231594,1,0.2259,0.4618180383348046,0.4115596990462595,0.44952890145654395
5.1351,0.4629869221777852,0.41269525262672724,0.4496917390307931,1,0.2826,0.4621066785116521,0.4118401087621216,0.44956911200998
5.2006,0.4624524452933282,0.4144136353867439,0.45005607039617596,1,0.2601,0.4622122316833387,0.4126257362776743,0.4497177671291711
